,class,text
Exodus.txt_85,old_testament, this is the thing which the lord hath commanded gather of it every man according to his eating an omer for every man according to the number of your persons take ye every man for them which are in his tents and the children of israel did so and gathered some more some less and when they did mete it with an omer he that gathered much had nothing over and he that gathered little had no lack they gathered every man according to his eating and moses said let no man leave of it till the morning notwithstanding they hearkened not unto moses but some of them left of it until the morning and it bred worms and stank and moses was wroth with them and they gathered it every morning every man according to his eating and when the sun waxed hot it melted 
Matthew.txt_109,new_testament, and when they drew nigh unto jerusalem and were come to bethphage unto the mount of olives then sent jesus two disciples saying unto them go into the village over against you and straightway ye shall find an ass tied and a colt with her loose them and bring them unto me and if any man say ought unto you ye shall say the lord hath need of them and straightway he will send them all this was done that it might be fulfilled which was spoken by the prophet saying tell ye the daughter of sion behold thy king cometh unto thee meek and sitting upon an ass and a colt the foal of an ass and the disciples went and did as jesus commanded them and brought the ass and the colt and put on them their clothes and they set him thereon and a very great multitude spread their garments in the way others cut down branches from the trees and strawed them in the way and the multitudes that went before and that followed cried saying hosanna to the son of david blessed is he that cometh in the name of the lord hosanna in the highest and when he was come into jerusalem all the city was moved saying who is this and the multitude said this is jesus the prophet of nazareth of galilee 
Rev.txt_42,new_testament, the grace of our lord jesus christ be with you all amen 
Acts.txt_24,new_testament, this is that moses which said unto the children of israel a prophet shall the lord your god raise up unto you of your brethren like unto me him shall ye hear this is he that was in the church in the wilderness with the angel which spake to him in the mount sina and with our fathers who received the lively oracles to give unto us to whom our fathers would not obey but thrust him from them and in their hearts turned back again into egypt saying unto aaron make us gods to go before us for as for this moses which brought us out of the land of egypt we wot not what is become of him and they made a calf in those days and offered sacrifice unto the idol and rejoiced in the works of their own hands then god turned and gave them up to worship the host of heaven as it is written in the book of the prophets o ye house of israel have ye offered to me slain beasts and sacrifices by the space of forty years in the wilderness yea ye took up the tabernacle of moloch and the star of your god remphan figures which ye made to worship them and i will carry you away beyond babylon our fathers had the tabernacle of witness in the wilderness as he had appointed speaking unto moses that he should make it according to the fashion that he had seen which also our fathers that came after brought in with jesus into the possession of the gentiles whom god drave out before the face of our fathers unto the days of david who found favour before god and desired to find a tabernacle for the god of jacob but solomon built him an house howbeit the most high dwelleth not in temples made with hands as saith the prophet heaven is my throne and earth is my footstool what house will ye build me saith the lord or what is the place of my rest hath not my hand made all these things 
Deut.txt_30,old_testament, at that time the lord separated the tribe of levi to bear the ark of the covenant of the lord to stand before the lord to minister unto him and to bless in his name unto this day wherefore levi hath no part nor inheritance with his brethren the lord is his inheritance according as the lord thy god promised him and i stayed in the mount according to the first time forty days and forty nights and the lord hearkened unto me at that time also and the lord would not destroy thee and the lord said unto me arise take thy journey before the people that they may go in and possess the land which i sware unto their fathers to give unto them 
Rev.txt_34,new_testament, and i saw a new heaven and a new earth for the first heaven and the first earth were passed away and there was no more sea and i john saw the holy city new jerusalem coming down from god out of heaven prepared as a bride adorned for her husband and i heard a great voice out of heaven saying behold the tabernacle of god is with men and he will dwell with them and they shall be his people and god himself shall be with them and be their god and god shall wipe away all tears from their eyes and there shall be no more death neither sorrow nor crying neither shall there be any more pain for the former things are passed away and he that sat upon the throne said behold i make all things new and he said unto me write for these words are true and faithful and he said unto me it is done i am alpha and omega the beginning and the end i will give unto him that is athirst of the fountain of the water of life freely he that overcometh shall inherit all things and i will be his god and he shall be my son but the fearful and unbelieving and the abominable and murderers and whoremongers and sorcerers and idolaters and all liars shall have their part in the lake which burneth with fire and brimstone which is the second death 
Wisdom.txt_300,old_testament, for the devising of idols was the beginning of spiritual fornication and the invention of them the corruption of life 
Luke.txt_50,new_testament, and it came to pass that as they went in the way a certain man said unto him lord i will follow thee whithersoever thou goest and jesus said unto him foxes have holes and birds of the air have nests but the son of man hath not where to lay his head and he said unto another follow me but he said lord suffer me first to go and bury my father jesus said unto him let the dead bury their dead but go thou and preach the kingdom of god and another also said lord i will follow thee but let me first go bid them farewell which are at home at my house and jesus said unto him no man having put his hand to the plough and looking back is fit for the kingdom of god 
Sirach.txt_474,old_testament, a fool will upbraid churlishly and a gift of the envious consumeth the eyes 
Acts.txt_93,new_testament, and as he thus spake for himself festus said with a loud voice paul thou art beside thyself much learning doth make thee mad but he said i am not mad most noble festus but speak forth the words of truth and soberness for the king knoweth of these things before whom also i speak freely for i am persuaded that none of these things are hidden from him for this thing was not done in a corner king agrippa believest thou the prophets i know that thou believest then agrippa said unto paul almost thou persuadest me to be a christian and paul said i would to god that not only thou but also all that hear me this day were both almost and altogether such as i am except these bonds and when he had thus spoken the king rose up and the governor and bernice and they that sat with them and when they were gone aside they talked between themselves saying this man doeth nothing worthy of death or of bonds then said agrippa unto festus this man might have been set at liberty if he had not appealed unto caesar 
Mark.txt_1,new_testament, and again he entered into capernaum after some days and it was noised that he was in the house and straightway many were gathered together insomuch that there was no room to receive them no not so much as about the door and he preached the word unto them and they come unto him bringing one sick of the palsy which was borne of four and when they could not come nigh unto him for the press they uncovered the roof where he was and when they had broken it up they let down the bed wherein the sick of the palsy lay when jesus saw their faith he said unto the sick of the palsy son thy sins be forgiven thee but there were certain of the scribes sitting there and reasoning in their hearts why doth this man thus speak blasphemies who can forgive sins but god only and immediately when jesus perceived in his spirit that they so reasoned within themselves he said unto them why reason ye these things in your hearts whether is it easier to say to the sick of the palsy thy sins be forgiven thee or to say arise and take up thy bed and walk but that ye may know that the son of man hath power on earth to forgive sins he saith to the sick of the palsy i say unto thee arise and take up thy bed and go thy way into thine house and immediately he arose took up the bed and went forth before them all insomuch that they were all amazed and glorified god saying we never saw it on this fashion and he went forth again by the sea side and all the multitude resorted unto him and he taught them and as he passed by he saw levi the son of alphaeus sitting at the receipt of custom and said unto him follow me and he arose and followed him and it came to pass that as jesus sat at meat in his house many publicans and sinners sat also together with jesus and his disciples for there were many and they followed him and when the scribes and pharisees saw him eat with publicans and sinners they said unto his disciples how is it that he eateth and drinketh with publicans and sinners when jesus heard it he saith unto them they that are whole have no need of the physician but they that are sick i came not to call the righteous but sinners to repentance and the disciples of john and of the pharisees used to fast and they come and say unto him why do the disciples of john and of the pharisees fast but thy disciples fast not and jesus said unto them can the children of the bridechamber fast while the bridegroom is with them as long as they have the bridegroom with them they cannot fast but the days will come when the bridegroom shall be taken away from them and then shall they fast in those days no man also seweth a piece of new cloth on an old garment else the new piece that filled it up taketh away from the old and the rent is made worse and no man putteth new wine into old bottles else the new wine doth burst the bottles and the wine is spilled and the bottles will be marred but new wine must be put into new bottles and it came to pass that he went through the corn fields on the sabbath day and his disciples began as they went to pluck the ears of corn and the pharisees said unto him behold why do they on the sabbath day that which is not lawful and he said unto them have ye never read what david did when he had need and was an hungred he and they that were with him how he went into the house of god in the days of abiathar the high priest and did eat the shewbread which is not lawful to eat but for the priests and gave also to them which were with him and he said unto them the sabbath was made for man and not man for the sabbath therefore the son of man is lord also of the sabbath 
2Tim.txt_6,new_testament, the lord jesus christ be with thy spirit grace be with you amen 
Mark.txt_17,new_testament, now the disciples had forgotten to take bread neither had they in the ship with them more than one loaf and he charged them saying take heed beware of the leaven of the pharisees and of the leaven of herod and they reasoned among themselves saying it is because we have no bread and when jesus knew it he saith unto them why reason ye because ye have no bread perceive ye not yet neither understand have ye your heart yet hardened having eyes see ye not and having ears hear ye not and do ye not remember when i brake the five loaves among five thousand how many baskets full of fragments took ye up they say unto him twelve and when the seven among four thousand how many baskets full of fragments took ye up and they said seven and he said unto them how is it that ye do not understand 
Matthew.txt_44,new_testament, while he spake these things unto them behold there came a certain ruler and worshipped him saying my daughter is even now dead but come and lay thy hand upon her and she shall live and jesus arose and followed him and so did his disciples 
Luke.txt_38,new_testament, while he yet spake there cometh one from the ruler of the synagogue s house saying to him thy daughter is dead trouble not the master but when jesus heard it he answered him saying fear not believe only and she shall be made whole and when he came into the house he suffered no man to go in save peter and james and john and the father and the mother of the maiden and all wept and bewailed her but he said weep not she is not dead but sleepeth and they laughed him to scorn knowing that she was dead and he put them all out and took her by the hand and called saying maid arise and her spirit came again and she arose straightway and he commanded to give her meat and her parents were astonished but he charged them that they should tell no man what was done 
1John.txt_7,new_testament, beloved believe not every spirit but try the spirits whether they are of god because many false prophets are gone out into the world hereby know ye the spirit of god every spirit that confesseth that jesus christ is come in the flesh is of god and every spirit that confesseth not that jesus christ is come in the flesh is not of god and this is that spirit of antichrist whereof ye have heard that it should come and even now already is it in the world ye are of god little children and have overcome them because greater is he that is in you than he that is in the world they are of the world therefore speak they of the world and the world heareth them we are of god he that knoweth god heareth us he that is not of god heareth not us hereby know we the spirit of truth and the spirit of error 
Matthew.txt_12,new_testament, and jesus went about all galilee teaching in their synagogues and preaching the gospel of the kingdom and healing all manner of sickness and all manner of disease among the people and his fame went throughout all syria and they brought unto him all sick people that were taken with divers diseases and torments and those which were possessed with devils and those which were lunatick and those that had the palsy and he healed them and there followed him great multitudes of people from galilee and from decapolis and from jerusalem and from judaea and from beyond jordan 
Joshua.txt_100,old_testament, then the children of reuben and the children of gad and the half tribe of manasseh answered and said unto the heads of the thousands of israel the lord god of gods the lord god of gods he knoweth and israel he shall know if it be in rebellion or if in transgression against the lord save us not this day that we have built us an altar to turn from following the lord or if to offer thereon burnt offering or meat offering or if to offer peace offerings thereon let the lord himself require it and if we have not rather done it for fear of this thing saying in time to come your children might speak unto our children saying what have ye to do with the lord god of israel for the lord hath made jordan a border between us and you ye children of reuben and children of gad ye have no part in the lord so shall your children make our children cease from fearing the lord therefore we said let us now prepare to build us an altar not for burnt offering nor for sacrifice but that it may be a witness between us and you and our generations after us that we might do the service of the lord before him with our burnt offerings and with our sacrifices and with our peace offerings that your children may not say to our children in time to come ye have no part in the lord therefore said we that it shall be when they should so say to us or to our generations in time to come that we may say again behold the pattern of the altar of the lord which our fathers made not for burnt offerings nor for sacrifices but it is a witness between us and you god forbid that we should rebel against the lord and turn this day from following the lord to build an altar for burnt offerings for meat offerings or for sacrifices beside the altar of the lord our god that is before his tabernacle 
Sirach.txt_976,old_testament, o lord have mercy upon the people that is called by thy name and upon israel whom thou hast named thy firstborn 
1Mac.txt_264,old_testament, and sent letters unto judas and his brethren the heathen that are round about us are assembled together against us to destroy us 
1Esdras.txt_445,old_testament, so the levites published all things to the people saying this day is holy to the lord be not sorrowful 
Luke.txt_6,new_testament, and he came to nazareth where he had been brought up and as his custom was he went into the synagogue on the sabbath day and stood up for to read and there was delivered unto him the book of the prophet esaias and when he had opened the book he found the place where it was written the spirit of the lord is upon me because he hath anointed me to preach the gospel to the poor he hath sent me to heal the brokenhearted to preach deliverance to the captives and recovering of sight to the blind to set at liberty them that are bruised to preach the acceptable year of the lord and he closed the book and he gave it again to the minister and sat down and the eyes of all them that were in the synagogue were fastened on him and he began to say unto them this day is this scripture fulfilled in your ears and all bare him witness and wondered at the gracious words which proceeded out of his mouth and they said is not this joseph s son and he said unto them ye will surely say unto me this proverb physician heal thyself whatsoever we have heard done in capernaum do also here in thy country and he said verily i say unto you no prophet is accepted in his own country but i tell you of a truth many widows were in israel in the days of elias when the heaven was shut up three years and six months when great famine was throughout all the land but unto none of them was elias sent save unto sarepta a city of sidon unto a woman that was a widow and many lepers were in israel in the time of eliseus the prophet and none of them was cleansed saving naaman the syrian and all they in the synagogue when they heard these things were filled with wrath and rose up and thrust him out of the city and led him unto the brow of the hill whereon their city was built that they might cast him down headlong but he passing through the midst of them went his way and came down to capernaum a city of galilee and taught them on the sabbath days and they were astonished at his doctrine for his word was with power 
Sirach.txt_126,old_testament, honour and shame is in talk and the tongue of man is his fall 
Matthew.txt_148,new_testament, and they that passed by reviled him wagging their heads and saying thou that destroyest the temple and buildest it in three days save thyself if thou be the son of god come down from the cross likewise also the chief priests mocking him with the scribes and elders said he saved others himself he cannot save if he be the king of israel let him now come down from the cross and we will believe him he trusted in god let him deliver him now if he will have him for he said i am the son of god the thieves also which were crucified with him cast the same in his teeth now from the sixth hour there was darkness over all the land unto the ninth hour and about the ninth hour jesus cried with a loud voice saying eli eli lama sabachthani that is to say my god my god why hast thou forsaken me some of them that stood there when they heard that said this man calleth for elias and straightway one of them ran and took a spunge and filled it with vinegar and put it on a reed and gave him to drink the rest said let be let us see whether elias will come to save him 
Sirach.txt_524,old_testament, there is one that keepeth silence and is found wise and another by much babbling becometh hateful 
1Thes.txt_8,new_testament, and we beseech you brethren to know them which labour among you and are over you in the lord and admonish you and to esteem them very highly in love for their work s sake and be at peace among yourselves now we exhort you brethren warn them that are unruly comfort the feebleminded support the weak be patient toward all men see that none render evil for evil unto any man but ever follow that which is good both among yourselves and to all men rejoice evermore pray without ceasing in every thing give thanks for this is the will of god in christ jesus concerning you quench not the spirit despise not prophesyings prove all things hold fast that which is good abstain from all appearance of evil and the very god of peace sanctify you wholly and i pray god your whole spirit and soul and body be preserved blameless unto the coming of our lord jesus christ faithful is he that calleth you who also will do it 
John.txt_43,new_testament, they answered him we be abraham s seed and were never in bondage to any man how sayest thou ye shall be made free jesus answered them verily verily i say unto you whosoever committeth sin is the servant of sin and the servant abideth not in the house for ever but the son abideth ever if the son therefore shall make you free ye shall be free indeed i know that ye are abraham s seed but ye seek to kill me because my word hath no place in you i speak that which i have seen with my father and ye do that which ye have seen with your father they answered and said unto him abraham is our father jesus saith unto them if ye were abraham s children ye would do the works of abraham but now ye seek to kill me a man that hath told you the truth which i have heard of god this did not abraham ye do the deeds of your father then said they to him we be not born of fornication we have one father even god jesus said unto them if god were your father ye would love me for i proceeded forth and came from god neither came i of myself but he sent me why do ye not understand my speech even because ye cannot hear my word ye are of your father the devil and the lusts of your father ye will do he was a murderer from the beginning and abode not in the truth because there is no truth in him when he speaketh a lie he speaketh of his own for he is a liar and the father of it and because i tell you the truth ye believe me not which of you convinceth me of sin and if i say the truth why do ye not believe me he that is of god heareth god s words ye therefore hear them not because ye are not of god then answered the jews and said unto him say we not well that thou art a samaritan and hast a devil jesus answered i have not a devil but i honour my father and ye do dishonour me and i seek not mine own glory there is one that seeketh and judgeth verily verily i say unto you if a man keep my saying he shall never see death then said the jews unto him now we know that thou hast a devil abraham is dead and the prophets and thou sayest if a man keep my saying he shall never taste of death art thou greater than our father abraham which is dead and the prophets are dead whom makest thou thyself jesus answered if i honour myself my honour is nothing it is my father that honoureth me of whom ye say that he is your god yet ye have not known him but i know him and if i should say i know him not i shall be a liar like unto you but i know him and keep his saying your father abraham rejoiced to see my day and he saw it and was glad then said the jews unto him thou art not yet fifty years old and hast thou seen abraham jesus said unto them verily verily i say unto you before abraham was i am then took they up stones to cast at him but jesus hid himself and went out of the temple going through the midst of them and so passed by 
2Mac.txt_241,old_testament, and when he had exhorted her with many words she promised him that she would counsel her son 
Acts.txt_56,new_testament, and some days after paul said unto barnabas let us go again and visit our brethren in every city where we have preached the word of the lord and see how they do and barnabas determined to take with them john whose surname was mark but paul thought not good to take him with them who departed from them from pamphylia and went not with them to the work and the contention was so sharp between them that they departed asunder one from the other and so barnabas took mark and sailed unto cyprus and paul chose silas and departed being recommended by the brethren unto the grace of god and he went through syria and cilicia confirming the churches 
Exodus.txt_224,old_testament, and he made the holy anointing oil and the pure incense of sweet spices according to the work of the apothecary 
2Tim.txt_5,new_testament, salute prisca and aquila and the household of onesiphorus erastus abode at corinth but trophimus have i left at miletum sick do thy diligence to come before winter eubulus greeteth thee and pudens and linus and claudia and all the brethren 
Acts.txt_14,new_testament, but a certain man named ananias with sapphira his wife sold a possession and kept back part of the price his wife also being privy to it and brought a certain part and laid it at the apostles feet but peter said ananias why hath satan filled thine heart to lie to the holy ghost and to keep back part of the price of the land whiles it remained was it not thine own and after it was sold was it not in thine own power why hast thou conceived this thing in thine heart thou hast not lied unto men but unto god and ananias hearing these words fell down and gave up the ghost and great fear came on all them that heard these things and the young men arose wound him up and carried him out and buried him and it was about the space of three hours after when his wife not knowing what was done came in and peter answered unto her tell me whether ye sold the land for so much and she said yea for so much then peter said unto her how is it that ye have agreed together to tempt the spirit of the lord behold the feet of them which have buried thy husband are at the door and shall carry thee out then fell she down straightway at his feet and yielded up the ghost and the young men came in and found her dead and carrying her forth buried her by her husband and great fear came upon all the church and upon as many as heard these things 
James.txt_1,new_testament, my brethren count it all joy when ye fall into divers temptations knowing this that the trying of your faith worketh patience but let patience have her perfect work that ye may be perfect and entire wanting nothing if any of you lack wisdom let him ask of god that giveth to all men liberally and upbraideth not and it shall be given him but let him ask in faith nothing wavering for he that wavereth is like a wave of the sea driven with the wind and tossed for let not that man think that he shall receive any thing of the lord a double minded man is unstable in all his ways let the brother of low degree rejoice in that he is exalted but the rich in that he is made low because as the flower of the grass he shall pass away for the sun is no sooner risen with a burning heat but it withereth the grass and the flower thereof falleth and the grace of the fashion of it perisheth so also shall the rich man fade away in his ways blessed is the man that endureth temptation for when he is tried he shall receive the crown of life which the lord hath promised to them that love him let no man say when he is tempted i am tempted of god for god cannot be tempted with evil neither tempteth he any man but every man is tempted when he is drawn away of his own lust and enticed then when lust hath conceived it bringeth forth sin and sin when it is finished bringeth forth death do not err my beloved brethren every good gift and every perfect gift is from above and cometh down from the father of lights with whom is no variableness neither shadow of turning of his own will begat he us with the word of truth that we should be a kind of firstfruits of his creatures 
John.txt_28,new_testament, but i have greater witness than that of john for the works which the father hath given me to finish the same works that i do bear witness of me that the father hath sent me and the father himself which hath sent me hath borne witness of me ye have neither heard his voice at any time nor seen his shape and ye have not his word abiding in you for whom he hath sent him ye believe not 
Sirach.txt_501,old_testament, as an arrow that sticketh in a man s thigh so is a word within a fool s belly 
Sirach.txt_1194,old_testament, for therein be strange and wondrous works variety of all kinds of beasts and whales created 
Baruch.txt_133,old_testament, for god will shew thy brightness unto every country under heaven 
Hebrews.txt_17,new_testament, pray for us for we trust we have a good conscience in all things willing to live honestly but i beseech you the rather to do this that i may be restored to you the sooner now the god of peace that brought again from the dead our lord jesus that great shepherd of the sheep through the blood of the everlasting covenant make you perfect in every good work to do his will working in you that which is wellpleasing in his sight through jesus christ to whom be glory for ever and ever amen and i beseech you brethren suffer the word of exhortation for i have written a letter unto you in few words know ye that our brother timothy is set at liberty with whom if he come shortly i will see you 
2Esdras.txt_241,old_testament, the hand of man is betwixt the heel and the hand other question esdras ask thou not 
Exodus.txt_204,old_testament, and thou shalt observe the feast of weeks of the firstfruits of wheat harvest and the feast of ingathering at the year s end 
Luke.txt_30,new_testament, and when much people were gathered together and were come to him out of every city he spake by a parable a sower went out to sow his seed and as he sowed some fell by the way side and it was trodden down and the fowls of the air devoured it and some fell upon a rock and as soon as it was sprung up it withered away because it lacked moisture and some fell among thorns and the thorns sprang up with it and choked it and other fell on good ground and sprang up and bare fruit an hundredfold and when he had said these things he cried he that hath ears to hear let him hear and his disciples asked him saying what might this parable be and he said unto you it is given to know the mysteries of the kingdom of god but to others in parables that seeing they might not see and hearing they might not understand now the parable is this the seed is the word of god those by the way side are they that hear then cometh the devil and taketh away the word out of their hearts lest they should believe and be saved they on the rock are they which when they hear receive the word with joy and these have no root which for a while believe and in time of temptation fall away and that which fell among thorns are they which when they have heard go forth and are choked with cares and riches and pleasures of this life and bring no fruit to perfection but that on the good ground are they which in an honest and good heart having heard the word keep it and bring forth fruit with patience 
2Cor.txt_20,new_testament, i am become a fool in glorying ye have compelled me for i ought to have been commended of you for in nothing am i behind the very chiefest apostles though i be nothing truly the signs of an apostle were wrought among you in all patience in signs and wonders and mighty deeds for what is it wherein ye were inferior to other churches except it be that i myself was not burdensome to you forgive me this wrong behold the third time i am ready to come to you and i will not be burdensome to you for i seek not yours but you for the children ought not to lay up for the parents but the parents for the children and i will very gladly spend and be spent for you though the more abundantly i love you the less i be loved but be it so i did not burden you nevertheless being crafty i caught you with guile did i make a gain of you by any of them whom i sent unto you i desired titus and with him i sent a brother did titus make a gain of you walked we not in the same spirit walked we not in the same steps again think ye that we excuse ourselves unto you we speak before god in christ but we do all things dearly beloved for your edifying for i fear lest when i come i shall not find you such as i would and that i shall be found unto you such as ye would not lest there be debates envyings wraths strifes backbitings whisperings swellings tumults and lest when i come again my god will humble me among you and that i shall bewail many which have sinned already and have not repented of the uncleanness and fornication and lasciviousness which they have committed 
John.txt_26,new_testament, but jesus answered them my father worketh hitherto and i work therefore the jews sought the more to kill him because he not only had broken the sabbath but said also that god was his father making himself equal with god then answered jesus and said unto them verily verily i say unto you the son can do nothing of himself but what he seeth the father do for what things soever he doeth these also doeth the son likewise for the father loveth the son and sheweth him all things that himself doeth and he will shew him greater works than these that ye may marvel for as the father raiseth up the dead and quickeneth them even so the son quickeneth whom he will for the father judgeth no man but hath committed all judgment unto the son that all men should honour the son even as they honour the father he that honoureth not the son honoureth not the father which hath sent him verily verily i say unto you he that heareth my word and believeth on him that sent me hath everlasting life and shall not come into condemnation but is passed from death unto life verily verily i say unto you the hour is coming and now is when the dead shall hear the voice of the son of god and they that hear shall live for as the father hath life in himself so hath he given to the son to have life in himself and hath given him authority to execute judgment also because he is the son of man marvel not at this for the hour is coming in the which all that are in the graves shall hear his voice and shall come forth they that have done good unto the resurrection of life and they that have done evil unto the resurrection of damnation i can of mine own self do nothing as i hear i judge and my judgment is just because i seek not mine own will but the will of the father which hath sent me if i bear witness of myself my witness is not true 
Sirach.txt_164,old_testament, and if thou seest a man of understanding get thee betimes unto him and let thy foot wear the steps of his door 
Isaiah.txt_137,old_testament, hast thou not known hast thou not heard that the everlasting god the lord the creator of the ends of the earth fainteth not neither is weary there is no searching of his understanding he giveth power to the faint and to them that have no might he increaseth strength even the youths shall faint and be weary and the young men shall utterly fall but they that wait upon the lord shall renew their strength they shall mount up with wings as eagles they shall run and not be weary and they shall walk and not faint 
Wisdom.txt_52,old_testament, their offspring is cursed wherefore blessed is the barren that is undefiled which hath not known the sinful bed she shall have fruit in the visitation of souls 
Romans.txt_12,new_testament, wherefore as by one man sin entered into the world and death by sin and so death passed upon all men for that all have sinned for until the law sin was in the world but sin is not imputed when there is no law nevertheless death reigned from adam to moses even over them that had not sinned after the similitude of adam s transgression who is the figure of him that was to come but not as the offence so also is the free gift for if through the offence of one many be dead much more the grace of god and the gift by grace which is by one man jesus christ hath abounded unto many and not as it was by one that sinned so is the gift for the judgment was by one to condemnation but the free gift is of many offences unto justification for if by one man s offence death reigned by one much more they which receive abundance of grace and of the gift of righteousness shall reign in life by one jesus christ therefore as by the offence of one judgment came upon all men to condemnation even so by the righteousness of one the free gift came upon all men unto justification of life for as by one man s disobedience many were made sinners so by the obedience of one shall many be made righteous moreover the law entered that the offence might abound but where sin abounded grace did much more abound that as sin hath reigned unto death even so might grace reign through righteousness unto eternal life by jesus christ our lord 
Matthew.txt_124,new_testament, and jesus went out and departed from the temple and his disciples came to him for to shew him the buildings of the temple and jesus said unto them see ye not all these things verily i say unto you there shall not be left here one stone upon another that shall not be thrown down 
Acts.txt_29,new_testament, and there was a certain disciple at damascus named ananias and to him said the lord in a vision ananias and he said behold i am here lord and the lord said unto him arise and go into the street which is called straight and enquire in the house of judas for one called saul of tarsus for behold he prayeth and hath seen in a vision a man named ananias coming in and putting his hand on him that he might receive his sight then ananias answered lord i have heard by many of this man how much evil he hath done to thy saints at jerusalem and here he hath authority from the chief priests to bind all that call on thy name but the lord said unto him go thy way for he is a chosen vessel unto me to bear my name before the gentiles and kings and the children of israel for i will shew him how great things he must suffer for my name s sake and ananias went his way and entered into the house and putting his hands on him said brother saul the lord even jesus that appeared unto thee in the way as thou camest hath sent me that thou mightest receive thy sight and be filled with the holy ghost and immediately there fell from his eyes as it had been scales and he received sight forthwith and arose and was baptized and when he had received meat he was strengthened then was saul certain days with the disciples which were at damascus and straightway he preached christ in the synagogues that he is the son of god but all that heard him were amazed and said is not this he that destroyed them which called on this name in jerusalem and came hither for that intent that he might bring them bound unto the chief priests but saul increased the more in strength and confounded the jews which dwelt at damascus proving that this is very christ 
2Esdras.txt_805,old_testament, he shall cast lightnings and who shall not fear he shall thunder and who shall not be afraid 
Psalms.txt_421,old_testament,a song of degrees of david 
Matthew.txt_123,new_testament, wherefore behold i send unto you prophets and wise men and scribes and some of them ye shall kill and crucify and some of them shall ye scourge in your synagogues and persecute them from city to city that upon you may come all the righteous blood shed upon the earth from the blood of righteous abel unto the blood of zacharias son of barachias whom ye slew between the temple and the altar verily i say unto you all these things shall come upon this generation o jerusalem jerusalem thou that killest the prophets and stonest them which are sent unto thee how often would i have gathered thy children together even as a hen gathereth her chickens under her wings and ye would not behold your house is left unto you desolate for i say unto you ye shall not see me henceforth till ye shall say blessed is he that cometh in the name of the lord 
Matthew.txt_16,new_testament, ye have heard that it was said by them of old time thou shalt not kill and whosoever shall kill shall be in danger of the judgment but i say unto you that whosoever is angry with his brother without a cause shall be in danger of the judgment and whosoever shall say to his brother raca shall be in danger of the council but whosoever shall say thou fool shall be in danger of hell fire therefore if thou bring thy gift to the altar and there rememberest that thy brother hath ought against thee leave there thy gift before the altar and go thy way first be reconciled to thy brother and then come and offer thy gift agree with thine adversary quickly whiles thou art in the way with him lest at any time the adversary deliver thee to the judge and the judge deliver thee to the officer and thou be cast into prison verily i say unto thee thou shalt by no means come out thence till thou hast paid the uttermost farthing 
1Peter.txt_3,new_testament, dearly beloved i beseech you as strangers and pilgrims abstain from fleshly lusts which war against the soul having your conversation honest among the gentiles that whereas they speak against you as evildoers they may by your good works which they shall behold glorify god in the day of visitation 
Num.txt_13,old_testament, of the children of naphtali throughout their generations after their families by the house of their fathers according to the number of the names from twenty years old and upward all that were able to go forth to war those that were numbered of them even of the tribe of naphtali were fifty and three thousand and four hundred these are those that were numbered which moses and aaron numbered and the princes of israel being twelve men each one was for the house of his fathers so were all those that were numbered of the children of israel by the house of their fathers from twenty years old and upward all that were able to go forth to war in israel even all they that were numbered were six hundred thousand and three thousand and five hundred and fifty 
GkEsther.txt_41,old_testament, but i did this that i might not prefer the glory of man above the glory of god neither will i worship any but thee o god neither will i do it in pride 
Genesis.txt_200,old_testament, and judah and his brethren came to joseph s house for he was yet there and they fell before him on the ground and joseph said unto them what deed is this that ye have done wot ye not that such a man as i can certainly divine and judah said what shall we say unto my lord what shall we speak or how shall we clear ourselves god hath found out the iniquity of thy servants behold we are my lord s servants both we and he also with whom the cup is found and he said god forbid that i should do so but the man in whose hand the cup is found he shall be my servant and as for you get you up in peace unto your father 
2Esdras.txt_701,old_testament, for look how much the world shall be weaker through age so much the more shall evils increase upon them that dwell therein 
Matthew.txt_113,new_testament, but what think ye a certain man had two sons and he came to the first and said son go work to day in my vineyard he answered and said i will not but afterward he repented and went and he came to the second and said likewise and he answered and said i go sir and went not whether of them twain did the will of his father they say unto him the first jesus saith unto them verily i say unto you that the publicans and the harlots go into the kingdom of god before you for john came unto you in the way of righteousness and ye believed him not but the publicans and the harlots believed him and ye when ye had seen it repented not afterward that ye might believe him 
2Esdras.txt_188,old_testament, to shew thee such tokens i have leave and if thou wilt pray again and weep as now and fast even days thou shalt hear yet greater things 
Acts.txt_16,new_testament, then the high priest rose up and all they that were with him which is the sect of the sadducees and were filled with indignation and laid their hands on the apostles and put them in the common prison but the angel of the lord by night opened the prison doors and brought them forth and said go stand and speak in the temple to the people all the words of this life and when they heard that they entered into the temple early in the morning and taught but the high priest came and they that were with him and called the council together and all the senate of the children of israel and sent to the prison to have them brought but when the officers came and found them not in the prison they returned and told saying the prison truly found we shut with all safety and the keepers standing without before the doors but when we had opened we found no man within now when the high priest and the captain of the temple and the chief priests heard these things they doubted of them whereunto this would grow then came one and told them saying behold the men whom ye put in prison are standing in the temple and teaching the people then went the captain with the officers and brought them without violence for they feared the people lest they should have been stoned and when they had brought them they set them before the council and the high priest asked them saying did not we straitly command you that ye should not teach in this name and behold ye have filled jerusalem with your doctrine and intend to bring this man s blood upon us 
